,tonalidad,tonalidad_escala,scale_coverage,mayor_chord_coverage,minor_chord_coverage,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,avr_vertical_notes,cant_eventos_por_pedal,cant_pedales_seg,duracion_seg,tracks_used,info_tracks,Clean Electric Guitar,Marimba,Electric Piano,HiHat,Synth,Fingered Bass,Effects,Side Stick,Snare,Tambourine,Cabasa,Maracas,Rock Organ,Drum,Cencerro,Timbale,Shaker,Open HiHat,Tom,Cynbal,crash,Block,ride,Vibra Slap,note_num_mean,note_num_std,note_num_min,note_num_25%,note_num_50%,note_num_75%,note_num_max,Octave_mean,Octave_std,Octave_min,Octave_25%,Octave_50%,Octave_75%,Octave_max,duration_mean,duration_std,duration_min,duration_25%,duration_50%,duration_75%,duration_max,mf,p,m,f,ff,pp,xs,xxs,xl,s,l,Genero,Grupo,tema,Piano,String ensamble,Hammond Organ,Vocals,Hand clap,Steel Guitar,Picked Bass,Brass Section,Sax,Lead,Church Organ 1,Conga,Clavinet,Orchestra Hit,Triangle,Trombone,Overdriven Guitar,Surdo,Bongo,Timpani,Agogo,Reverse Cymbal,Acoustic Bass,Synth Drum,Synph Brass,Distortion Guitar,Celesta,Clarinet,Shakuhachi,Nylon,Harpsicord,Jazz Guitar,Fretless Bass,Harp,Guiro,Ocarina,Piccolo,Flute,Slap,Muted Electric Guitar,Recorder,Reed Organ,Tuba,Steel Drums,Glockenspiel,Taiko Drum,Vibraphone,Strings,Whistle,Pan Flute,High Q,Percussive Organ,Harmonica,Jingle bell,Beltree,Castanets,French Accordion,Trumpet,Honky Piano,English Horn,Oboe,Muted Trumpet,Guitar Harmonics,Melodic Tom 1,Tubular Bells,Metronome,Stick,Bandoneon,Banjo,French Horn,Xylophone,Music Box,Guitar noise,Kalimba,Scratch,Claves,Sitar,Shanai,Fiddle,Bassoon,Tinkle Bell,Bagpipe,Cuica,Dulcimer/Santur,Woodblock,Square,Koto,Blown Bottle,Shamisen
879,F,M,64.44000000000001,55.63,39.440000000000005,36.31,1.59,0.24,2.95,19.08,2.89,1.38,0.6029723991507431,10.55993690851735,2.4562776920854055,129.057069166664,9,"War, Words and Music by Norman Whitfield and Barrett Strong0 Bass1 Piano2 Guitar3 Melody 14 Melody 25 Bass6 Strings7 Strings8 Drums9",,,,3.471332511212182,,,3.998231195949745,,1.0537973694751266,1.8596424167208117,3.7192848334416233,1.8596424167208117,3.998231195949745,2.7507210747328674,,,,0.24020381215977152,0.05423957048769034,,0.030994040278680194,,,,56.555467091295114,11.716956682479568,24.0,44.0,60.0,65.0,84.0,4.334925690021231,1.005865962113528,2.0,3.0,5.0,5.0,7.0,152.2388535031847,108.33488992866222,26.0,76.0,120.0,240.0,432.0,0.35111464968152867,0.0220276008492569,0.16056263269639065,0.30095541401273884,0.08519108280254777,0.015392781316348195,0.35536093418259024,0.32404458598726116,0.05732484076433121,0.04246284501061571,0.06024416135881104,ClassicRock,EdwinStarr,War,,,,,,,,,,1.9061334771388319,,,,,,,3.998231195949745,,,,,,,,,,,,,,,,8.337396834964972,,,,,,,4.424399249781597,,,,,,,,2.533762792782106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,D#,M,86.41000000000001,42.22,37.79,17.4,15.67,15.32,11.23,10.89,8.64,7.26,0.945852534562212,6.298614674191893,1.8274125367168286,133.3169140000004,8,0 Melody1 Strings2 Bass3 Cello4 Piano5 Drums6 Lead Guitar7 Chours8 Whistle9,,,,0.3300406428549634,,0.6750831331124252,,,0.1650203214274817,,,,,0.4950609642824451,,,,,,,,,,,68.67453917050692,13.53069122309846,24.0,67.0,72.0,75.0,99.0,5.278225806451613,1.1609935463593715,2.0,5.0,6.0,6.0,8.0,285.83179723502303,187.6402635936496,48.0,236.0,240.0,240.0,957.0,0.0478110599078341,0.03571428571428571,0.0,0.11347926267281105,0.05184331797235023,0.01152073732718894,0.809331797235023,0.06854838709677419,0.054723502304147464,0.04838709677419355,0.019009216589861752,ClassicRock,ELO,Above_the_Clouds,7.4409163116391746,1.2301514870048635,,0.43505357467245176,,,,,,,,,,,,,0.07500923701249168,,0.36754526136120924,,,,,,,,,,,,,,,,,,,1.477681969146086,,,,,,,,,,0.9076117678511494,0.7800960649299135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,G#,M,90.25,44.480000000000004,35.300000000000004,18.32,16.67,14.85,14.39,11.31,9.14,5.57,0.8301124891837324,12.184061353784596,1.224192179861369,204.14822997396365,12,All Over The World  -  Midi by C. Rada0 Staff1 Staff-12 Staff-23 Staff-34 Staff-55 Staff-66 Staff-77 Staff-48 Staff-89 Staff-910 Staff-1011 Staff-1112,,,1.5234028727051117,4.0509780570004095,0.34778650791660104,3.5954267156448614,0.2498184775175585,,1.3127716073471702,,,,,2.2728583052577873,,,,,0.4310593337557872,0.15185044711851595,,,,,65.0069224113066,15.479821702369197,27.0,59.0,68.0,75.0,123.0,4.996538794346697,1.3240156514691597,2.0,4.0,5.0,6.0,10.0,215.02624747620422,217.18534728531145,32.0,48.0,96.0,384.0,768.0,0.311508508797231,0.03922699740409576,0.024805307182001732,0.021632535333141044,0.00028843380444188056,0.004614940871070089,0.0801845976348428,0.5979232766080185,0.09547158927026247,0.19382751658494377,0.007787712719930776,ClassicRock,ELO,All_Over_the_World,2.850869684612138,6.480585210896664,,0.2351232729577021,1.2735843951875532,,,,1.6997453274233882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,A,m,96.64000000000001,53.56,66.95,20.23,15.72,19.21,3.2,27.51,3.93,6.84,0.8093158660844251,1.4818003913894326,5.259772253718276,80.96041288333353,6,Believe Me now0 Piano1 Strings2 Strings 23 Drums4 Vocal5 Synth Voice6 Fx7 Believe Me Now8 by Electric Light Orchestra9 Sequenced by 10 Mike Boyce11 tinker@worldnet.att.net12 Console Automation Data13 Remixed by Doug Puckett 9/30/9814,,,,1.5563161737029418,,0.9387303904874887,0.012351715664309062,,0.44466176391512624,,,,,0.79050980251578,,,,,0.1358688723073997,,0.12351715664309063,,0.6052340675511441,,62.23580786026201,11.872610953583749,33.0,57.0,64.0,69.0,82.0,4.754002911208151,1.0283350720459143,2.0,4.0,5.0,5.0,6.0,426.21251819505096,340.9865915909533,80.0,236.0,476.0,476.0,1436.0,0.3522561863173217,0.21688500727802038,0.049490538573508006,0.22270742358078602,0.08733624454148471,0.00727802037845706,0.47889374090247455,0.40465793304221254,0.06695778748180495,0.0,0.0,ClassicRock,ELO,Believe_Me_Now,2.7050257304836847,4.397210776494026,,,,,,,,0.22233088195756312,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20997916629325405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,C,M,97.97999999999999,57.09,54.64,26.72,15.84,14.53,12.54,12.08,9.11,7.16,0.8876683203401843,7.861638130495141,1.6620105555036817,185.74748799999534,7,Can't Get It Out Of My Head GM0 1 Other Unit2 Nylon-stGt3 Piano 24 SynthBass15 Strings 16 Steel-stGt7 Strings 28 Unnamed9 Norma Wms.10 Drums11,,,,3.240959037895657,1.5881776016266094,,,,0.9744411725234451,,,,,0.8021642801436094,,,,,0.010767305773739725,,0.05383652886869862,,,,63.96739900779589,12.661225418822818,29.0,60.0,65.0,71.0,89.0,4.955350815024805,1.0316463995762506,2.0,5.0,5.0,5.0,7.0,338.3944011339475,193.7775382371564,130.0,160.0,320.0,320.0,919.4999999999982,0.03827072997873848,0.9525159461374911,0.057406094968107724,0.005315379163713678,0.003543586109142452,0.00035435861091424523,0.44720056697377747,0.3341601700921332,0.06413890857547838,0.09603118355776046,0.0010630758327427356,ClassicRock,ELO,Cant_Get_it_Out_of_my_Head,3.671651268845246,3.660883963071506,,,,4.829136639522266,,,,,,,,,,,,,,,,,,,,,,,,1.442818973681123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,C,m,97.35000000000001,54.66,56.61,16.7,3.73,24.98,8.75,14.93,13.51,14.75,0.35077239958805356,11.65078804987062,1.7984398148362624,214.8832239291421,11,0 Melody1 Piano2 Bass3 Guitar4 Guitar25 Flute6 Strings7 Chorus8 Pixie9 Piano 210 Drums11,,,3.1179725794738307,3.434423527838339,,2.7177552036010706,,,0.8981622505051483,,,,,1.2983796263779086,,0.1814939262678797,,,0.01861476166850048,,0.14891809334800385,,,,63.55468589083419,11.804662984166617,29.0,60.0,65.0,72.0,125.0,4.913491246138002,1.002434852329058,2.0,5.0,5.0,6.0,10.0,367.268403707518,214.39777709160833,69.70000000000002,212.0,284.0,428.0,860.0,0.05540679711637487,0.2972193614830072,0.0,0.026776519052523172,0.036457260556127705,0.10545829042224511,0.36580844490216274,0.14212152420185376,0.06446961894953657,0.2690010298661174,0.15859938208032956,ClassicRock,ELO,Confusion,3.620571144523344,1.3030333167950336,,0.7306293954886439,,9.130540598399486,,,,,,,,,,,,,,,,,,,,,0.14891809334800385,,,,,,,,,,,1.3774923634690357,,,0.4467542800440116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,A,M,86.27,63.230000000000004,51.06,28.18,2.78,15.0,10.75,20.05,7.88,1.63,0.9192448872574724,1.740194435132417,12.482981737160017,238.96534199998416,1,DON'T BRING ME DOWN0,,,,,,,,,1.1507944947096898,,1.9961053599146257,0.8536802797119154,,2.1551242355472375,,,,3.8164530151826805,,,,,,,67.4102429645167,18.060117942535715,0.0,61.0,73.0,81.0,97.0,5.19262366719105,1.5566083310473189,0.0,5.0,6.0,6.0,8.0,25.824680999825205,20.459080579398968,6.0,15.0,19.0,27.0,96.0,0.34976402726796013,0.11274252753015207,0.0064674008040552355,0.1435063800034959,0.05016605488550953,0.017654256248907534,0.22461108197867505,0.6201712987239993,0.05925537493445202,0.08058031812620171,0.008914525432616675,ClassicRock,ELO,Dont_Bring_Me_Down,,,,,0.3515154092931416,,,,,,,,,,,,,,,,,,,,23.94071019721504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,D,M,96.47,55.760000000000005,44.97,24.28,20.62,16.99,10.86,9.83,8.19,5.7,0.5966022651565623,6.066259611035731,2.012982544737321,219.67403600000102,5,0 Melody1 Guitar2 Bass3 Drums4 Strings5 Applause6 Chours7,,,,1.5295389756484397,,2.7404239980367877,0.013656597996861067,,2.3716958521215386,,,,,2.4809486360964272,,,,0.009104398664574045,0.25037096327578623,,0.19574457128834197,,1.1471542317363297,,64.82211858760826,12.461831247021891,38.0,57.0,67.0,74.0,88.0,4.925716189207195,1.1089341692516395,3.0,4.0,5.0,6.0,7.0,328.47668221185876,171.35169045555872,120.0,236.0,236.0,476.0,720.0,0.45536309127248503,0.20486342438374416,0.23617588274483678,0.28680879413724186,0.012991339107261825,0.0036642238507661557,0.5443037974683544,0.1145902731512325,0.09560293137908062,0.006329113924050633,0.0029980013324450365,ClassicRock,ELO,Do_Ya,,4.329141565004958,,0.10014838531031449,,,,,,,,,,,,,,,,,,,,,,4.115188196387468,,,,,,,,,,,,2.3671436527892515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,E,m,99.56,48.79,58.39,18.81,4.41,14.49,22.62,25.09,4.93,9.21,0.12716262975778547,5.866889729415187,1.757122326482322,217.3376794166704,9,untitled0 Vocal  (Strings)1 Piano (E.Piano1)2 Muted Gt.3 Muted Gt.4 Fingered Bass/E.Piano15 Fingered Bass6 Syn. Strings 17 Organ 28 Drums/Percussion9,,,1.8496562633730114,0.07361815973623925,,2.0613084726146993,,,0.9340304016535356,,,,,0.9294292666700206,0.7361815973623925,,,0.4555123633679804,,,0.18404539934059813,,1.6195995141972637,,60.77638408304498,11.929066831479233,36.0,53.0,64.0,69.0,81.0,4.68598615916955,1.0329964965168748,3.0,4.0,5.0,5.0,6.0,136.55968858131487,76.83033779786501,45.0,80.0,80.0,160.0,315.0,0.35034602076124566,0.03892733564013841,0.06877162629757785,0.01903114186851211,0.13581314878892733,0.45198961937716264,0.03460207612456748,0.5038927335640139,0.09472318339100345,0.2231833910034602,0.07482698961937716,ClassicRock,ELO,Evil_Woman,,1.6886165389499879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6901102567789925,,,,,,,,,,,,1.3481325501698813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,B,m,95.97,43.02,58.169999999999995,26.53,7.06,18.02,9.49,13.62,9.87,11.38,0.9817797299495689,81.90331974373908,0.5588439455640696,256.03450564166366,12,untitled0 Guitar1 Strings2 Steel Guitar3 Steel Guitar 24 xtra strings5 Choir6 Organ7 Organ28 Lead Guitar9 Bass10 Fiddle11 Drums12 Fire On High13 By ELO14 Sequenced by15 Mike Boyce16 tinker@ix.netcom.com17,,,,,,2.3746799224434776,,,1.2303029203448939,,,,,0.7538046464335382,,,,0.01171717066995137,0.7381817522069363,,0.3397979494285897,,0.8241076704532464,,63.73295916707337,11.739970960797816,18.0,62.0,66.0,71.0,90.0,4.765495363591996,1.0128485214927718,1.0,5.0,5.0,5.0,7.0,237.6229868228404,211.27005158828047,116.0,116.0,120.0,240.0,956.0,0.6156661786237189,0.003823003090938669,0.0,0.004880429477794046,0.08695298519603058,0.03473238978363429,0.004311046038718074,0.8348788026679681,0.06051732552464617,0.09996746380348137,0.00032536196518626975,ClassicRock,ELO,Fire_on_High,,,,1.3787204154976112,,31.179391152740596,,,,2.9371041146011434,,,,,,,0.42962959123155026,,,,,,,,,,,,,,,5.81562237585253,,,,,,,,,,,,,,,,3.659662972581478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24215486051232832,,,,,,,,,,
889,G,M,99.23,64.31,54.84,24.06,22.62,17.63,13.15,8.58,6.93,6.26,0.8098733278086895,67.41186027619821,0.600937773855148,186.22409137500122,11,0 Melody1 Harmony2 Choir Aahs3 Distortion Guitar4 Piano5 Fretless Bass6 Clean Guitar7 Organ8 Strings9 Drums10 Brass11,4.63957157004007,,16.856036062911784,4.6825305660589605,,,,,1.1706326415147401,4.6825305660589605,,,5.0208326597077155,1.1706326415147401,,,,,,,0.06980836853069551,,,,62.14833668758139,15.54823045549675,31.0,52.0,59.0,74.0,96.0,4.69717059310998,1.3104148638732773,2.0,4.0,4.0,6.0,8.0,125.87972061086776,159.27856006519207,30.0,40.0,60.0,105.0,635.0,0.037528116491061914,0.06345448088078608,0.015034923641529536,0.6589321652657748,0.0973126553806085,0.050550491298685926,0.042145140286492244,0.7845388895465846,0.05256304013259145,0.05919261276192731,0.046525393630874864,ClassicRock,ELO,Hold_on_Tight,,5.063791655726605,,0.6980836853069551,,,,1.643181597722525,1.4230167431257161,,,,,,,,,,,,,,,,,6.411630155819264,,,,,,,3.6031857910843605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,G,M,95.22,46.89,26.68,25.48,24.16,19.14,11.24,7.66,3.95,3.59,0.9557416267942583,0.21504352557127313,17.746600405998652,207.13826399998555,1,I'm Alive - Midi by C. Rada0,,,,0.6807047489787297,4.035951561320695,,,,0.057932319062019545,,,,,0.07724309208269273,,,,,,0.08207078533786102,,,,,73.63516746411483,10.005251679469486,38.0,69.0,74.0,79.0,105.0,5.6746411483253585,0.9060689537312081,3.0,5.0,6.0,6.0,8.0,10.777511961722489,17.275042300870428,0.0,2.0,3.0,10.0,64.0,0.28588516746411485,0.0023923444976076554,0.017942583732057416,0.12799043062200957,0.37799043062200954,0.20334928229665072,0.06818181818181818,0.7535885167464115,0.07057416267942583,0.06698564593301436,0.022727272727272728,ClassicRock,ELO,Im_Alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,G,M,98.14999999999999,59.08,57.11,21.96,19.7,17.42,15.45,9.82,8.27,5.53,0.9327379821394642,10.616898148148149,1.5986121973851914,270.2343949999951,9,0 Melody1 Piano2 Bass3 Guitar 24 Drums5 Strings6 Siren7 Tremolo Strings8 Piano 29 Piano 310,5.565538761266963,,5.058571467188789,10.53529843971213,,4.880947889701545,,,1.5135008998392208,,,,,2.2054927537999403,,,,2.3017055249388636,,,0.025903438383556344,,,,59.23674710241307,16.318540294327462,33.0,45.0,55.0,74.0,91.0,4.448793463803914,1.3612119992483158,2.0,3.0,4.0,6.0,7.0,231.9751092532776,124.85402326892445,96.0,116.0,236.0,236.0,596.0,0.031160934828044842,0.29849895496864903,0.018620558616758504,0.021660649819494584,0.1035531065931978,0.0039901197035911076,0.5156754702641079,0.3368801064031921,0.05111153334600038,0.015010450313509406,0.0627018810564317,ClassicRock,ELO,Last_Train_to_London,,1.6060131797804933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2405319278473089,,,,,0.0074009823953018125,,2.101879000265715,,,,,,,,,,0.014801964790603625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,F,M,95.91,56.970000000000006,48.29,21.3,19.1,16.57,13.32,10.42,9.32,5.88,0.4423037083074373,13.60659114315139,1.2554583936244403,257.8075612145605,9,Midnight Blue0 Melody1 Piano2 Bass3 FX14 Drums5 Voices6 Chorus7 Strings8 Voices29 Guitar 110 Guitar211 Midnight Blue12 By ELO13 Sequenced by14 Michael Boyce15 tinker@att.net16 Copyright 199817,,,,1.9782197139499418,0.6594065713166473,1.3226920048175101,,,0.49649435957959326,,,,,0.9891098569749709,,,,,0.17454879828970074,,0.03878862184215572,,,,60.62046819970996,11.092672747099193,34.0,53.0,60.0,69.0,98.0,4.627097576134245,0.9481781380105143,2.0,4.0,5.0,5.0,8.0,343.28609902631035,219.18991773511624,99.0,143.0,320.0,432.0,860.0,0.47296457426973276,0.06360058007043712,0.009736896623161384,0.048477315102548164,0.02030246529935778,0.0010358400662937642,0.03915475450590429,0.4762792624818728,0.06795110834887093,0.3030868033975554,0.10379117464263518,ClassicRock,ELO,Midnight_Blue,4.278384989189776,2.8975100516090326,,2.028644922344744,,5.35282981421749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1837994097133673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,D,M,93.28,48.3,40.04,18.04,16.84,16.13,14.13,10.46,9.78,7.9,0.9071560764959902,21.533382245047687,0.5202430581674939,261.9929239999927,10,0 Melody1 Piano2 Bass3 Strings4 Lead Guitar5 Drums6 Organ7 Siren8 FX19 Siren210 Viola11 Chour12 Clavinet13,,,3.4695593534427878,1.7290543312536664,,1.4924067185876018,,,1.0152945962769873,,,,,0.4694783283536445,,,,,0.1564927761178815,0.06870414561272847,0.09923932144060779,,0.041985866763334066,,63.539481801357184,13.867262555735456,31.0,52.5,67.0,74.0,88.0,4.793645897594078,1.2127764135561576,2.0,4.0,5.0,6.0,7.0,338.04750154225786,233.15853623459,60.0,120.0,236.0,476.0,956.0,0.6542257865515114,0.018198642813078345,0.011721159777914868,0.17797655768044418,0.13726095003084515,0.003701418877236274,0.3676742751388032,0.2550894509561999,0.0731030228254164,0.27143738433066006,0.020974706971005553,ClassicRock,ELO,Mission_A_New_World_Record,,,,0.5190979890739484,,,,,,,0.04580276374181898,,0.5725345467727372,,,,0.1259576002900022,,,,,,,,,,,,,,,,,,,,,1.0916325358466856,,,,,,,,,,5.049754702535543,0.00763379395696983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,F,m,94.85,55.45,59.23,15.51,6.43,26.75,8.25,16.97,9.21,11.73,0.8574743122306927,15.680928208846991,0.7652368738968729,225.2570490000069,8,0 Melody1 Piano2 Bass3 Drums4 Strings5 Caliope6 Choir7 Blue Sky Synth8 Lead Guitar9,,,,1.4117205273340425,0.057711845457052054,2.299595072827151,,,1.4117205273340425,,,,,2.028793336451753,,,,0.008878745454931085,0.044393727274655424,0.19977177273594943,0.10654494545917302,,0.8967532909480396,,63.27113026184952,12.115549660780037,29.0,58.0,65.0,72.0,84.0,4.837255551872722,1.0468299493999547,2.0,4.0,5.0,6.0,7.0,430.88564799469674,211.58933558321368,236.0,240.0,476.0,476.0,956.0,0.5787205833609546,0.10938017898574744,0.0951276102088167,0.1740139211136891,0.04640371229698376,0.01557838912827312,0.3722240636393769,0.43387470997679817,0.07358302949950282,0.024527676499834273,0.0006629101756711965,ClassicRock,ELO,Mr_Blue_Sky,4.554796418379647,3.3606051546914157,,0.4394979000190887,0.07102996363944868,,,,,0.48833100002120966,,,,,,,0.19089302728101834,,,,,,,,,,,,,,,,,,,,,2.0021571000869596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,C,M,95.96000000000001,61.980000000000004,44.03,27.7,22.57,11.71,9.88,9.75,7.82,6.53,0.8402138064369384,24.8668509895227,1.3117639044061018,238.12489070207974,11,On The Rune`0 melody1 Bass2 Drums3 Guitar4 FX15 FX26 Guitar17 Guitar28 Extra9 Guitar10 Guitar11 On The Run12 BY ELO13 Sequenced by14 Michael Boyce15 tinker@att.net16,,,,3.053019774020837,,2.838846447370132,,,0.7601053357603459,,,,,0.7727037667397992,,,,,0.13858274077398572,,0.054593200910964076,,,,58.36040031843512,8.674865192034025,31.0,55.0,59.0,62.0,84.0,4.449789605367906,0.8078663885636783,2.0,4.0,4.0,5.0,7.0,302.2778346411919,177.6090029945533,45.0,236.0,236.0,464.0,712.0,0.3025133629023087,0.010917775503241215,0.20755146138974184,0.4458091663823496,0.06982827248948027,0.010917775503241215,0.5353121801432958,0.15967246673490276,0.0925736381212328,0.00386671215739793,0.0010235414534288639,ClassicRock,ELO,On_the_Run,6.752759004986941,,,,,8.80630325463782,,,,6.7191631890417325,,,,,,,,,,,,,,,,,,,,,,9.474020096548843,,,,,,2.334909208192002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,D,M,93.45999999999998,66.86,55.0,36.08,9.62,11.73,7.74,19.05,7.19,2.05,0.9747077984288178,11.563275434243176,2.1286625258858902,189.32075662499983,8,untitled0 Melody1 Piano2 Bass3 Strings4 Guitar5 Drums6 Chorus7 Slide 8,,,,0.6813832899237713,,5.799681025862797,,,1.4155869899191527,,,,,1.1567669805682628,,,,,0.2535379683437288,,0.0633844920859322,,3.4544548186833053,,57.322283962444914,11.917307376115316,33.0,50.0,54.0,69.0,101.0,4.343552404675225,1.0289979699853926,2.0,4.0,4.0,5.0,8.0,267.95918758382834,81.1702004350443,236.0,236.0,236.0,236.0,476.0,0.011496455259628282,0.003065721402567542,0.0003832151753209427,0.17876987928721977,0.22015711822188158,0.008622341444721212,0.0017244682889442423,0.86587468863767,0.1318260203104043,0.00019160758766047136,0.0,ClassicRock,ELO,Rockaria,5.2556308021252125,7.801574567576823,,0.3591787884869492,,,,,,,,,,,,,,,,,,,,,,5.419374073347204,,,,,,,,,,,,2.931532758974365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,A,M,90.54,57.01,46.17999999999999,20.74,18.27,18.0,12.55,7.92,7.17,5.89,0.4638024357239513,8.948318293683347,0.9171027570777174,332.2964603999929,8,0 Vocals1 Soprano2 Backing Vocals3 Lead Guitar4 String Section 35 Lead Synth6 Bass7 Drums8 Detuned E Piano 29 Chan 4 Controllers10 Chan 5 Controllers11 Chan 6 Controllers12 Chan 7 Controllers13 Chan 10 Controllers14 Reverb etc15 16 Shangri-La17 ELO18,,,,2.9521831163026766,1.6370923703044404,,,0.21366462921252807,0.5717785852166244,,,,,1.2759690533255197,,,,0.14444932679156827,,,0.04514041462236509,,,,59.163734776725306,12.9980703028041,26.0,54.0,61.0,68.0,85.0,4.4851150202977,1.143856548709119,2.0,4.0,5.0,5.0,7.0,80.51860622462787,66.16710112501939,23.0,30.0,50.0,120.0,210.0,0.428958051420839,0.02706359945872801,0.09506089309878214,0.29093369418132614,0.10115020297699594,0.0040595399188092015,0.15426251691474965,0.5372124492557511,0.16474966170500677,0.019282814614343707,0.02943166441136671,ClassicRock,ELO,Shangri_La,2.895005257781014,1.4565307118149802,,0.4875164779215429,,,,,,0.054168497546838106,,,,,,,,,,,,,,,,,,,,,,0.1835710194642847,1.438474545966034,,,,,,,,,,,,,,,,,0.7433121607816118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,C,m,99.63,43.7,57.8,26.11,11.43,9.3,10.83,22.39,7.56,12.01,0.9667776852622815,4.217050018254837,11.720675254684506,233.68960750834552,1,untitled0,,,,3.363435834312531,,,,,1.176774623964308,,,,,2.1053567817834162,,,,0.05135016540935162,,,0.07702524811402743,,0.07702524811402743,,59.78184845961699,10.16343439482899,29.0,55.0,60.0,67.0,99.0,4.609991673605329,0.8956367154633896,2.0,4.0,5.0,5.0,8.0,62.33588676103247,44.95545396763433,25.0,35.0,41.0,73.0,183.0,0.46652789342214823,0.013655287260616154,0.06328059950041633,0.3530391340549542,0.08026644462947544,0.005828476269775187,0.08084929225645296,0.6771856786011657,0.08159866777685262,0.060532889258950874,0.03655287260616153,ClassicRock,ELO,Showdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.39295721385941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,A,M,92.36000000000001,59.5,40.82,25.66,21.71,12.13,12.02,8.77,6.98,5.09,0.9504602057390362,19.592972181551975,0.7085777933636442,240.975658000011,8,0 Melody1 Guitar2 Bass    3 Strings4 Chorus5 Drums6 Organ7 Voice8,6.457083727518772,,,2.5396756049109825,,2.477428653810223,,,1.1992912578746306,0.4025302837849106,1.095546339373365,,,1.4441292655376174,0.39838048704486,,,0.2489878044030375,0.13279349568162,0.029048577180354376,0.10374491850126563,,0.4523278446655181,,65.3226854358419,10.767278998789239,33.0,61.0,68.0,73.0,88.0,5.011369788846778,0.9628240669124001,2.0,5.0,5.0,6.0,7.0,343.68570655116406,204.27041226832458,116.0,236.0,236.0,476.0,720.0,0.0016242555495397943,0.0016242555495397943,0.22306442880346508,0.3308067135896048,0.0460205739036275,0.0024363833243096914,0.35165132647536546,0.2382241472658365,0.1537628586897672,0.025717379534380077,0.007579859231185706,ClassicRock,ELO,So_Fine,,3.3322867822606517,,1.4441292655376174,,,,,,,,,,,,,,,1.39433170465701,,,,,,,,,,,,,,,,0.39838048704486,,,1.2864369894156937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33198373920405,,,,,,,,,,,,,,,,,,,,,
